"","iata","airport","city","state","country","lat","long"
"1070","CAV","Clarion Municipal","Clarion","IA","USA",42.74194389,-93.75890944
"1071","CBE","Cumberland Regional","Cumberland","MD","USA",39.61541667,-78.76086361
"1072","CBF","Council Bluffs Municipal","Council Bluffs","IA","USA",41.25947222,-95.75997222
"1073","CBG","Cambridge Municipal","Cambridge","MN","USA",45.55854639,-93.26464361
"1074","CBK","Shaltz ","Colby","KS","USA",39.42753083,-101.0465719
"1075","CCB","Cable","Upland","CA","USA",34.11154056,-117.6875897
"1076","CCO","Newnan-Coweta County","Newnan","GA","USA",33.31208333,-84.77027778
"1077","CCR","Buchanan ","Concord","CA","USA",37.98965639,-122.0568972
"1078","CCY","Charles City Municipal","Charles City","IA","USA",43.07260861,-92.61077833
"1079","CDB","Cold Bay","Cold Bay","AK","USA",55.20559972,-162.7242628
"1080","CDC","Cedar City Muni","Cedar City","UT","USA",37.70097028,-113.098575
"1081","CDH","Harrell ","Camden","AR","USA",33.62279917,-92.76339528
"1082","CDI","Cambridge Municipal","Cambridge","OH","USA",39.97504417,-81.57759528
"1083","CDK","George T Lewis","Cedar Key","FL","USA",29.137745,-83.04984361
"1084","CDN","Woodward ","Camden","SC","USA",34.28358333,-80.56486111
"1085","CDR","Chadron Municipal","Chadron","NE","USA",42.83755556,-103.0954167
"1086","CDV","Merle K (Mudhole) Smith","Cordova","AK","USA",60.49183389,-145.4776503
"1087","CDW","Essex Cty Arpt","Caldwell","NJ","USA",40.87522278,-74.28135667
"1088","CEC","Jack McNamara ","Crescent City","CA","USA",41.78015722,-124.2365333
"1089","CEF","Westover AFB","Chicopee","MA","USA",42.19826389,-72.53425833
"1090","CEK","Crete Municipal","Crete","NE","USA",40.61791667,-96.92488889
"1091","CEM","Central","Central","AK","USA",65.57380667,-144.7832908
"1092","CEU","Oconee County Regional","Clemson","SC","USA",34.67205556,-82.88644444
"1093","CEV","Mettel ","Connersville","IN","USA",39.69803139,-85.13124528
"1094","CEW","Bob Sikes","Crestview","FL","USA",30.77883333,-86.52211111
"1095","CEY","Kyle-Oakley ","Murray","KY","USA",36.66458333,-88.37277722
"1096","CEZ","Cortez Muni","Cortez","CO","USA",37.30299778,-108.6280658
"1097","CFD","Coulter ","Bryan","TX","USA",30.71569444,-96.33136111
"1098","CFJ","Crawfordsville Municipal","Crawfordsville","IN","USA",39.97562861,-86.91986361
"1099","CFK","Chefornak","Chefornak","AK","USA",60.14922556,-164.2856325
"1100","CFT","Greenlee County","Clifton-Morenci","AZ","USA",32.95284306,-109.2103453
"1101","CFV","Coffeyville Municipal","Coffeyville","KS","USA",37.0940475,-95.57189417
"1102","CGA","Craig SPB","Craig","AK","USA",55.47883139,-133.1478011
"1103","CGC","Crystal River","Crystal River","FL","USA",28.86727778,-82.57130556
"1104","CGE","Cambridge-Dorchester","Cambridge","MD","USA",38.53930556,-76.03036111
"1105","CGF","Cuyahoga County","Cleveland","OH","USA",41.56512389,-81.48635389
"1106","CGI","Cape Girardeau Municipal","Cape Girardeau","MO","USA",37.22531694,-89.57075167
"1107","CGS","College Park","College Park","MD","USA",38.98058333,-76.92230556
"1108","CGX","Chicago Meigs","Chicago","IL","USA",41.85884389,-87.60791167
"1109","CGZ","Casa Grande Municipal","Casa Grande","AZ","USA",32.95488889,-111.7668333
"1110","CHA","Lovell ","Chattanooga","TN","USA",35.03526833,-85.20378778
"1111","CHD","Chandler Municipal","Chandler","AZ","USA",33.26908333,-111.8111389
"1112","CHK","Chickasha Municipal","Chickasha","OK","USA",35.09614694,-97.96618361
"1113","CHO","Charlottesville-Albermarle","Charlottesville","VA","USA",38.13863889,-78.45286111
"1114","CHP","Circle Hot Springs","Circle Hot Springs","AK","USA",65.48547222,-144.6107836
"1115","CHS","Charleston AFB/International","Charleston","SC","USA",32.89864639,-80.04050583
"1116","CHT","Chillicothe Municipal","Chillicothe","MO","USA",39.78215278,-93.49568056
"1117","CHU","Houston County","Caledonia","MN","USA",43.59635861,-91.50394639
"1118","CIC","Chico Municipal","Chico","CA","USA",39.79538278,-121.8584231
"1119","CID","Eastern Iowa ","Cedar Rapids","IA","USA",41.88458833,-91.71087222
"1120","CII","Choteau","Choteau","MT","USA",47.82528056,-112.1662136
"1121","CIK","Chalkyitsik","Chalkyitsik","AK","USA",66.64969083,-143.7359492
"1122","CIN","Arthur N Neu","Carroll","IA","USA",42.04619444,-94.789
"1123","CIR","Cairo","Cairo","IL","USA",37.06447222,-89.21961111
"1124","CIU","Chippewa County International","Sault Ste. Marie","MI","USA",46.25075194,-84.47238528
"1125","CJR","Culpeper Regional","Culpeper","VA","USA",38.5267075,-77.85885528
"1126","CJX","Crooked Creek","Crooked Creek","AK","USA",61.86902194,-158.1371178
"1127","CKB","Benedum","Clarksburg","WV","USA",39.29663889,-80.22808333
"1128","CKC","Grand Marais/Cook County","Grand Marais","MN","USA",47.83830556,-90.38313889
"1129","CKF","Crisp County - Cordele","Cordele","GA","USA",31.98883333,-83.77391667
"1130","CKI","Williamsburg County","Kingstree","SC","USA",33.71722222,-79.85697222
"1131","CKM","Fletcher ","Clarksdale","MS","USA",34.29971,-90.51231611
"1132","CKN","Crookston Muni Kirkwood ","Crookston","MN","USA",47.84169417,-96.62162028
"1133","CKP","Cherokee Municipal","Cherokee","IA","USA",42.73147222,-95.55613889
"1134","CKU","Cordova Muni","Cordova","AK","USA",60.54390333,-145.7267042
"1135","CKV","Outlaw ","Clarksville","TN","USA",36.62188083,-87.41495361
"1136","CKX","Chicken","Chicken","AK","USA",64.07133833,-141.9522792
"1137","CLD","MC Clellan-Palomar Airport",NA,NA,"USA",33.127231,-117.278727
"1138","CLE","Cleveland-Hopkins Intl","Cleveland","OH","USA",41.41089417,-81.84939667
"1139","CLI","Clintonville Municipal","Clintonville","WI","USA",44.61381306,-88.73126667
"1140","CLK","Clinton Municipal","Clinton","OK","USA",35.53832778,-98.932695
"1141","CLL","Easterwood ","College Station","TX","USA",30.58858944,-96.36382417
"1142","CLM","William R Fairchild Intl","Port Angeles","WA","USA",48.12019444,-123.4996944
"1143","CLP","Clarks Point","Clarks Point","AK","USA",58.84230472,-158.5452331
"1144","CLS","Chehalis-Centralia","Chehalis","WA","USA",46.67649194,-122.9792967
"1145","CLT","Charlotte/Douglas International","Charlotte","NC","USA",35.21401111,-80.94312583
"1146","CLW","Clearwater Air Park","Clearwater","FL","USA",27.97668639,-82.75874028
"1147","CMA","Camarillo","Camarillo","CA","USA",34.21375472,-119.0943264
"1148","CMH","Port Columbus Intl","Columbus","OH","USA",39.99798528,-82.89188278
"1149","CMI","University of Illinois-Willard","Champaign/Urbana","IL","USA",40.03925,-88.27805556
"1150","CMX","Houghton County Memorial","Hancock","MI","USA",47.16841722,-88.48906083
"1151","CMY","Sparta/Fort McCoy","Sparta","WI","USA",43.95834806,-90.7378975
"1152","CNC","Chariton Municipal","Chariton","IA","USA",41.01962389,-93.35968028
"1153","CNH","Claremont Municipal","Claremont","NH","USA",43.37043194,-72.36867667
"1154","CNK","Blosser Municipal","Concordia","KS","USA",39.54925139,-97.65231667
"1155","CNM","Cavern City Air Terminal","Carlsbad","NM","USA",32.33747222,-104.2632778
"1156","CNO","Chino","Chino","CA","USA",33.97469444,-117.6366111
"1157","CNP","Billy G Ray ","Chappell","NE","USA",41.07747222,-102.4640556
"1158","CNU","Chanute Martin Johnson","Chanute","KS","USA",37.66879722,-95.48506444
"1159","CNW","TSTC-Waco","Waco","TX","USA",31.63783139,-97.07413889
"1160","CNY","Canyonlands ","Moab","UT","USA",38.75495611,-109.7548439
"1161","COD","Yellowstone Regional","Cody","WY","USA",44.52019417,-109.0237961
"1162","COE","Coeur D'Alene Air Terminal","Coeur D'Alene","ID","USA",47.77429167,-116.8196231
"1163","COI","Merritt Island","Merritt Island","FL","USA",28.34158944,-80.6854975
"1164","COM","Coleman Municipal","Coleman","TX","USA",31.84113889,-99.40361111
"1165","CON","Concord Municipal","Concord","NH","USA",43.20273278,-71.50228556
"1166","COQ","Cloquet-Carlton County","Cloquet","MN","USA",46.70016833,-92.50552861
"1167","COS","City of Colorado Springs Muni","Colorado Springs","CO","USA",38.80580556,-104.70025
"1168","COT","Cotulla-Lasalle County","Cotulla","TX","USA",28.45825583,-99.22016389
"1169","COU","Columbia Regional","Columbia","MO","USA",38.81809306,-92.21962917
"1170","CPC","Columbus County Municipal","Whiteville","NC","USA",34.27287278,-78.71499278
"1171","CPK","Chesapeake Municipal","Norfolk","VA","USA",36.66561833,-76.32066389
"1172","CPM","Compton/Woodley","Compton","CA","USA",33.89001611,-118.2436831
"1173","CPR","Natrona County Intl","Casper","WY","USA",42.90835556,-106.4644661
"1174","CPS","St. Louis Downtown","Cahokia/St. Louis","IL","USA",38.57072444,-90.15622111
"1175","CPX","Benjamin Rivera Noriega","Isla De Culebra","PR","USA",18.31328917,-65.30432444
"1176","CQA","Lakefield","Celina","OH","USA",40.48408333,-84.56011111
"1177","CQB","Chandler Municipal","Chandler","OK","USA",35.72381556,-96.82027306
"1178","CQX","Chatham Municipal","Chatham","MA","USA",41.68840028,-69.98952417
"1179","CRC","Circle City","Circle","AK","USA",65.83049389,-144.0758128
"1180","CRE","Grand Strand","North Myrtle Beach","SC","USA",33.81175,-78.72394444
"1181","CRG","Craig Municipal","Jacksonville","FL","USA",30.33633333,-81.51444444
"1182","CRO","Corcoran","Corcoran","CA","USA",36.10245111,-119.5948469
"1183","CRP","Corpus Christi International","Corpus Christi","TX","USA",27.77036083,-97.50121528
"1184","CRQ","McClellan-Palomar","Carlsbad","CA","USA",33.12822222,-117.2802222
"1185","CRS","C Davis Campbell -Corsicana Muni","Corsicana","TX","USA",32.02748861,-96.39803611
"1186","CRT","Crossett Municipal","Crossett","AR","USA",33.17833278,-91.88018806
"1187","CRW","Yeager","Charleston","WV","USA",38.37315083,-81.59318972
"1188","CRX","Roscoe Turner ","Corinth","MS","USA",34.91496778,-88.60348361
"1189","CSB","Cambridge Municipal","Cambridge","NE","USA",40.30658333,-100.1620833
"1190","CSG","Columbus Metropolitan","Columbus","GA","USA",32.51633333,-84.93886111
"1191","CSM","Clinton-Sherman","Clinton","OK","USA",35.33983917,-99.20049944
"1192","CSQ","Creston Municipal","Creston","IA","USA",41.02146139,-94.36331917
"1193","CSV","Crossville Memorial","Crossville","TN","USA",35.95129194,-85.08497806
"1194","CTB","Cut Bank Muni","Cut Bank","MT","USA",48.60835444,-112.3761464
"1195","CTJ","West Georgia Regional","Carrollton","GA","USA",33.63102778,-85.15202778
"1196","CTK","Ingersoll","Canton","IL","USA",40.56909444,-90.07484
"1197","CTY","Cross City ","Cross City","FL","USA",29.63552778,-83.10475
"1198","CTZ","Sampson County","Clinton","NC","USA",34.97561194,-78.36461528
"1199","CUB","Columbia Owens Downtown","Columbia","SC","USA",33.97047222,-80.99525
"1200","CUH","Cushing Municipal","Cushing","OK","USA",35.949925,-96.77305278
"1201","CUL","Carmi Municipal","Carmi","IL","USA",38.08947917,-88.12306111
"1202","CUT","Custer County","Custer","SD","USA",43.73331611,-103.6176947
"1203","CVG","Cincinnati Northern Kentucky Intl","Covington","KY","USA",39.04614278,-84.6621725
"1204","CVK","Sharp County Regional","Ash Flat","AR","USA",36.26487139,-91.56264111
"1205","CVN","Clovis Municipal","Clovis","NM","USA",34.42513889,-103.0792778
"1206","CVO","Corvallis Muni","Corvallis","OR","USA",44.49719361,-123.2898297
"1207","CVX","Charlevoix Municipal","Charlevoix","MI","USA",45.30477778,-85.27477778
"1208","CWA","Central Wisconsin","Mosinee","WI","USA",44.77761917,-89.66677944
"1209","CWF","Chennault International ","Lake Charles","LA","USA",30.21059167,-93.14318944
"1210","CWI","Clinton Municipal","Clinton","IA","USA",41.8311125,-90.32913056
"1211","CWV","Claxton-Evans County","Claxton","GA","USA",32.19505556,-81.86955556
"1212","CXC","Chitina","Chitina","AK","USA",61.58285917,-144.4270969
"1213","CXE","Chase City Municipal","Chase City","VA","USA",36.78833556,-78.50155361
"1214","CXF","Coldfoot","Coldfoot","AK","USA",67.25163417,-150.2065672
"1215","CXL","Calexico International","Calexico","CA","USA",32.66950333,-115.5133281
"1216","CXO","Montgomery County","Conroe","TX","USA",30.35183333,-95.4144675
"1217","CXP","Carson","Carson City","NV","USA",39.19222972,-119.7343611
"1218","CXU","Camilla-Mitchell County","Camilla","GA","USA",31.21291667,-84.23680556
"1219","CXY","Capital City","Harrisburg","PA","USA",40.21713889,-76.85147222
"1220","CYO","Pickaway County Memorial","Circleville","OH","USA",39.51600611,-82.98215361
"1221","CYS","Cheyenne","Cheyenne","WY","USA",41.1557225,-104.8118381
"1222","CYW","Clay Center Municipal","Clay Center","KS","USA",39.38713889,-97.15721417
"1223","CZD","Cozad Municipal","Cozad","NE","USA",40.86911111,-100.0042222
"1224","CZG","Tri-Cities ","Endicott","NY","USA",42.07853583,-76.09633306
"1225","CZL","Tom B David ","Calhoun","GA","USA",34.45678278,-84.93949944
"1226","CZN","Chisana","Chisana","AK","USA",62.07118972,-142.0483742
"1227","CZT","Dimmit County","Carrizo Springs","TX","USA",28.52225111,-99.82363444
"1228","D04","Bowman Municipal","Bowman","ND","USA",46.18699111,-103.4280806
"1229","D05","Garrison Municipal","Garrison","ND","USA",47.65594444,-101.4372222
"1230","D07","Faith Municipal","Faith","SD","USA",45.03609417,-102.0198803
"1231","D09","Bottineau Municipal","Bottineau","ND","USA",48.83039167,-100.4171361
"1232","D19","Quentin Aanenson ","Luverne","MN","USA",43.62080278,-96.21864028
"1233","D22","Angola ","Angola","NY","USA",42.66010111,-78.99115556
"1234","D25","Manitowish Waters","Manitowish Waters","WI","USA",46.12197222,-89.88233333
"1235","D38","Canandaiga","Canandaiga","NY","USA",42.90718611,-77.32162639
"1236","D42","Springfield Municipal","Springfield","MN","USA",44.23107,-94.99893444
"1237","D50","Crosby Municipal","Crosby","ND","USA",48.92851556,-103.2972514
"1238","D55","Robertson ","Langdon","ND","USA",48.75301778,-98.39333694
"1239","D57","Glen Ullin Municipal","Glen Ullin","ND","USA",46.81278306,-101.8601556
"1240","D60","Tioga Municipal","Tioga","ND","USA",48.3805325,-102.8979853
"1241","D73","Monroe-Walton County","Monroe","GA","USA",33.78149889,-83.69355389
"1242","D77","Lancaster","Lancaster","NY","USA",42.92228111,-78.61224889
"1243","D87","Harbor Springs","Harbor Springs","MI","USA",45.42556528,-84.91338389
"1244","D95","Dupont-Lapeer","Lapeer","MI","USA",43.06703333,-83.27244444
"1245","D98","Romeo","Romeo","MI","USA",42.79699083,-82.97526583
"1246","DAB","Daytona Beach International","Daytona Beach","FL","USA",29.17991667,-81.05805556
"1247","DAG","Barstow-Daggett","Daggett","CA","USA",34.85371333,-116.7866875
"1248","DAL","Dallas Love ","Dallas","TX","USA",32.84711389,-96.85177222
"1249","DAN","Danville Regional","Danville","VA","USA",36.57286111,-79.33611111
"1250","DAW","Skyhaven","Rochester","NH","USA",43.28406194,-70.92925472
"1251","DAY","James M Cox Dayton Intl","Dayton","OH","USA",39.90237583,-84.219375
"1252","DBN","W. H. \Bud\ Barron ","Dublin","GA","USA",32.56445806,-82.98525556
"1253","DBQ","Dubuque Municipal","Dubuque","IA","USA",42.40295944,-90.70916722
"1254","DCA","Ronald Reagan Washington National","Arlington","VA","USA",38.85208333,-77.03772222
"1255","DCK","Dahl Creek","Dahl Creek","AK","USA",66.94333806,-156.9046739
"1256","DCU","Pryor  Regional","Decatur","AL","USA",34.65264667,-86.94536778
"1257","DCY","Daviess County","Washington","IN","USA",38.70042333,-87.12973222
"1258","DDC","Dodge City Regional","Dodge City","KS","USA",37.76312194,-99.96542389
"1259","DDH","William H. Morse State","Bennington","VT","USA",42.8913325,-73.2464075
"1260","DEC","Decatur","Decatur","IL","USA",39.8345625,-88.86568917
"1261","DED","Deland Municipal-Taylor ","Deland","FL","USA",29.06698056,-81.28394167
"1262","DEE","Deering","Deering","AK","USA",66.06820583,-162.7666028
"1263","DEH","Decorah Municipal","Decorah","IA","USA",43.27550139,-91.73937389
"1264","DEN","Denver Intl","Denver","CO","USA",39.85840806,-104.6670019
"1265","DEQ","J Lynn Helms Sevier County","De Queen","AR","USA",34.04699556,-94.39936556
"1266","DET","Detroit City","Detroit","MI","USA",42.40919444,-83.00986111
"1267","DEW","Deer Park","Deer Park","WA","USA",47.96663889,-117.4266667
"1268","DFI","Defiance Memorial","Defiance","OH","USA",41.3375,-84.42880556
"1269","DFW","Dallas-Fort Worth International","Dallas-Fort Worth","TX","USA",32.89595056,-97.0372
"1270","DGW","Converse County","Douglas","WY","USA",42.79725,-105.3857361
"1271","DHN","Dothan ","Dothan","AL","USA",31.32133917,-85.44962889
"1272","DHT","Dalhart Municipal","Dalhart","TX","USA",36.022585,-102.5472775
"1273","DIK","Dickinson Municipal","Dickinson","ND","USA",46.79738889,-102.8019528
"1274","DKB","Dekalb-Taylor Municipal","Dekalb","IL","USA",41.93188111,-88.70829861
"1275","DKK","Dunkirk Municipal","Dunkirk","NY","USA",42.49333528,-79.27204167
"1276","DKX","Knoxville Downtown Island","Knoxville","TN","USA",35.96383361,-83.87365389
"1277","DLG","Dillingham","Dillingham","AK","USA",59.0454125,-158.5033389
"1278","DLH","Duluth International","Duluth","MN","USA",46.84209028,-92.19364861
"1279","DLL","Baraboo - Wisconsin Dells","Baraboo","WI","USA",43.52195389,-89.77090222
"1280","DLN","Dillon","Dillon","MT","USA",45.25536056,-112.5525067
"1281","DLO","Delano Municipal","Delano","CA","USA",35.74558056,-119.2365039
"1282","DLS","Columbia Gorge Regional","The Dalles","OR","USA",45.61854556,-121.1673439
"1283","DLZ","Delaware Municipal","Delaware","OH","USA",40.27970139,-83.11480167
"1284","DM2","Diomede Heliport","Diomede","AK","USA",65.75861111,-168.9530556
"1285","DMN","Deming Municipal","Deming","NM","USA",32.26230917,-107.7206397
"1286","DMO","Sedalia Memorial","Sedalia","MO","USA",38.70688889,-93.17611111
"1287","DMW","Carroll County","Westminster","MD","USA",39.60827778,-77.00766667
"1288","DNL","Daniel ","Augusta","GA","USA",33.46663667,-82.03933917
"1289","DNN","Dalton Municipal","Dalton","GA","USA",34.72174833,-84.86910806
